# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "miRNA" "-g" "ID" "-F" "GFF" "-a" "/home/marianaurera/capstone/hsa.gff3" "-T" "4" "-s" "1" "-o" "/home/marianaurera/capstone/aligned/kidney_counts_newtry.txt" "RXF393_1_sorted.bam" "RXF393_2_sorted.bam" "SKRC39_1_sorted.bam" "SKRC39_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RXF393_1_sorted.bam	RXF393_2_sorted.bam	SKRC39_1_sorted.bam	SKRC39_2_sorted.bam
MIMAT0004450	chr4	110860624	110860644	-	21	0	0	0	0
MIMAT0004686	chr4	112647915	112647936	-	22	0	0	0	0
MIMAT0000719	chr4	112647877	112647898	-	22	0	0	0	0
MIMAT0004685	chr4	112648045	112648066	-	22	0	0	0	0
MIMAT0000718	chr4	112648006	112648028	-	23	0	0	0	0
MIMAT0000683	chr4	112648224	112648246	-	23	0	0	0	0
MIMAT0000684	chr4	112648186	112648208	-	23	0	0	0	0
MIMAT0000716	chr4	112648402	112648423	-	22	0	0	0	0
MIMAT0000717	chr4	112648366	112648388	-	23	0	0	0	0
MIMAT0000714	chr4	112648526	112648547	-	22	0	0	0	0
MIMAT0000715	chr4	112648489	112648511	-	23	0	0	0	0
MIMAT0005894	chr4	113106867	113106888	+	22	0	0	0	0
MIMAT0031009	chr4	113152292	113152313	+	22	0	0	0	0
MIMAT0003242	chr4	114656774	114656794	+	21	0	0	0	0
MIMAT0009979	chr4	125507259	125507281	+	23	0	0	0	0
MIMAT0015007	chr4	143343469	143343491	+	23	0	0	0	0
MIMAT0030424	chr4	146408646	146408667	+	22	0	0	0	0
MIMAT0005912	chr4	147344643	147344664	-	22	0	0	0	0
MIMAT0022722	chr4	147344681	147344703	-	23	0	0	0	0
MIMAT0019976	chr4	147782604	147782625	+	22	0	0	0	0
MIMAT0019977	chr4	147782639	147782660	+	22	0	0	0	0
MIMAT0015008	chr4	152489336	152489357	-	22	0	0	0	0
MIMAT0019204	chr4	152489385	152489405	-	21	0	0	0	0
MIMAT0018975	chr4	152536432	152536451	+	20	0	0	0	0
MIMAT0018116	chr4	159128814	159128835	-	22	17	20	0	0
MIMAT0019223	chr4	159128860	159128880	-	21	0	0	0	0
MIMAT0019223_1	chr4	159128816	159128836	+	21	0	0	0	0
MIMAT0018116_1	chr4	159128861	159128882	+	22	17	32	0	0
MIMAT0018976	chr4	163093607	163093626	-	20	23	68	59	320
MIMAT0003243	chr4	165386302	165386322	+	21	0	0	0	0
MIMAT0023707	chr4	171186189	171186207	+	19	0	0	0	0
MIMAT0015009	chr4	173268169	173268189	+	21	0	58	0	0
MIMAT0022730	chr4	173268205	173268229	+	25	0	0	0	0
MIMAT0016904	chr4	174423805	174423821	+	17	0	0	0	0
MIMAT0005893	chr4	182169343	182169364	+	22	0	0	0	0
MIMAT0018361	chr4	184851066	184851088	-	23	0	0	0	0
MIMAT0018977	chr4	184938421	184938437	-	17	0	0	0	0
MIMAT0019692	chr5	1062904	1062924	-	21	0	0	0	0
MIMAT0018979	chr5	1309314	1309335	-	22	0	0	0	0
MIMAT0023700	chr5	1510767	1510787	-	21	0	0	0	0
MIMAT0016908	chr5	1708838	1708858	-	21	0	0	0	0
MIMAT0016910	chr5	6827863	6827880	-	18	0	0	0	0
MIMAT0018980	chr5	8460933	8460951	+	19	0	0	0	0
MIMAT0019693	chr5	9053865	9053886	-	22	103	263	0	0
MIMAT0041625	chr5	10402364	10402385	+	22	0	0	0	0
MIMAT0041626	chr5	10402408	10402431	+	24	0	0	0	0
MIMAT0024615	chr5	10478107	10478125	+	19	0	0	0	0
MIMAT0019694	chr5	14825932	14825953	-	22	0	0	0	0
MIMAT0004951	chr5	15935229	15935250	+	22	0	8	1	0
MIMAT0026720	chr5	15935191	15935211	+	21	0	30	0	0
MIMAT0041991	chr5	17155972	17155992	-	21	0	0	0	0
MIMAT0016909	chr5	31936112	31936127	-	16	0	0	0	0
MIMAT0003244	chr5	32394392	32394414	-	23	0	0	0	0
MIMAT0026616	chr5	32394430	32394451	-	22	27	83	0	0
MIMAT0003245	chr5	36147907	36147928	-	22	0	0	0	0
MIMAT0026617	chr5	36147946	36147967	-	22	0	0	0	0
MIMAT0018070	chr5	38557540	38557558	-	19	0	0	0	0
MIMAT0003246	chr5	53951564	53951584	-	21	0	0	0	0
MIMAT0001541	chr5	55170586	55170607	-	22	192	256	3	641
MIMAT0003327	chr5	55170706	55170727	-	22	34	2	0	0
MIMAT0009203	chr5	55170667	55170688	-	22	0	0	0	0
MIMAT0010251	chr5	55172313	55172337	-	25	1	0	0	0
MIMAT0013771	chr5	55172275	55172297	-	23	0	0	0	0
MIMAT0022478	chr5	55508859	55508880	-	22	0	0	0	0
MIMAT0018954_1	chr5	58530047	58530067	-	21	0	0	0	0
MIMAT0032115	chr5	58530085	58530104	-	20	3	3	0	0
MIMAT0003247	chr5	59703666	59703688	-	23	184	75	2	4
MIMAT0004797	chr5	59703630	59703651	-	22	0	0	0	0
MIMAT0019983	chr5	72169476	72169496	+	21	0	0	0	0
MIMAT0019984	chr5	72878600	72878620	+	21	0	0	0	0
MIMAT0019985	chr5	72878635	72878655	+	21	0	0	0	0
MIMAT0019362	chr5	82840157	82840179	+	23	0	0	0	0
MIMAT0016911	chr5	87114924	87114944	-	21	0	0	0	0
MIMAT0000441_2	chr5	88666902	88666924	-	23	33	50	0	201
MIMAT0000442_2	chr5	88666866	88666887	-	22	0	0	0	0
MIMAT0018081	chr5	90016641	90016661	-	21	0	0	0	0
MIMAT0017352	chr5	93620748	93620771	-	24	0	0	477	0
MIMAT0011777	chr5	93620710	93620730	-	21	0	0	0	0
MIMAT0003248	chr5	96079153	96079173	+	21	0	0	0	0
MIMAT0005934	chr5	100816498	100816519	-	22	0	0	0	0
MIMAT0005895_2	chr5	110513844	110513862	-	19	0	0	0	0
MIMAT0049024	chr5	116255797	116255815	+	19	0	0	0	0
MIMAT0005896_3	chr5	118974640	118974665	+	26	0	0	0	0
MIMAT0022500	chr5	119154646	119154667	+	22	0	0	0	0
MIMAT0019689	chr5	129097702	129097721	+	20	0	0	0	0
MIMAT0019690	chr5	129097737	129097758	+	22	0	0	0	0
MIMAT0018982	chr5	129397115	129397136	-	22	0	0	0	0
MIMAT0027560	chr5	132217892	132217913	-	22	0	0	0	0
MIMAT0027561	chr5	132217849	132217871	-	23	0	0	0	0
MIMAT0018351	chr5	132365513	132365534	-	22	0	0	0	0
MIMAT0005879_1	chr5	133427615	133427637	-	23	0	0	0	0
MIMAT0018082	chr5	134225777	134225798	+	22	125	0	0	0
MIMAT0022476	chr5	135802996	135803017	-	22	0	0	0	0
MIMAT0004911	chr5	137647582	137647603	-	22	0	1	0	0
MIMAT0026718	chr5	137647618	137647640	-	23	0	0	0	0
MIMAT0027562	chr5	140563727	140563750	-	24	0	0	0	0
MIMAT0027563	chr5	140563671	140563691	-	21	0	0	0	0
MIMAT0018075	chr5	140647844	140647864	+	21	0	16	0	0
MIMAT0021130	chr5	143679886	143679908	+	23	0	0	0	0
MIMAT0021131	chr5	143679923	143679945	+	23	0	0	0	0
MIMAT0003249	chr5	149062373	149062394	-	22	132	222	0	183
MIMAT0022708	chr5	149062334	149062355	-	22	0	0	0	0
MIMAT0004599	chr5	149428944	149428965	+	22	0	0	0	0
MIMAT0000435	chr5	149428978	149428998	+	21	2638	3957	1142	5596
MIMAT0000437	chr5	149430661	149430683	+	23	171	42	65	47
MIMAT0004601	chr5	149430699	149430720	+	22	21	3	2	2
MIMAT0000731	chr5	149732829	149732850	+	22	2	10	0	0
MIMAT0000732	chr5	149732867	149732888	+	22	5607	4786	1710	3529
MIMAT0025450	chr5	151522123	151522144	-	22	0	0	0	0
MIMAT0025451	chr5	151522088	151522109	-	22	0	0	0	0
MIMAT0005884	chr5	154347153	154347174	+	22	76	174	0	0
MIMAT0015010	chr5	154596045	154596063	-	19	0	0	0	0
MIMAT0005891	chr5	154685827	154685848	+	22	0	1	0	0
MIMAT0018984	chr5	154829466	154829486	+	21	2	1	0	0
MIMAT0015011	chr5	160474450	160474471	+	22	0	0	0	0
MIMAT0000449	chr5	160485372	160485393	+	22	285407	304248	121	1576
MIMAT0004608	chr5	160485408	160485429	+	22	0	43	0	0
MIMAT0049019	chr5	168165895	168165916	+	22	0	0	0	0
MIMAT0000101_1	chr5	168560904	168560926	-	23	419	424	9	280
MIMAT0037306	chr5	168560941	168560963	-	23	0	0	0	0
MIMAT0007402_1	chr5	168560904	168560926	+	23	0	0	0	0
MIMAT0000275_1	chr5	168768211	168768231	-	21	278	231	20	248
MIMAT0004566	chr5	168768168	168768189	-	22	0	0	0	0
MIMAT0003250	chr5	169263616	169263634	-	19	0	0	0	0
MIMAT0026618	chr5	169263649	169263670	-	22	0	0	0	0
MIMAT0018927	chr5	170028545	170028563	+	19	0	0	0	0
MIMAT0018186	chr5	171386678	171386698	-	21	0	0	1	0
MIMAT0027036	chr5	171386712	171386732	-	21	0	0	0	0
MIMAT0021025	chr5	172662187	172662209	+	23	0	0	0	0
MIMAT0021026	chr5	172662222	172662242	+	21	0	0	0	0
MIMAT0041992	chr5	172915083	172915106	+	24	0	0	0	0
MIMAT0049012	chr5	173303734	173303753	+	20	0	0	0	0
MIMAT0030983	chr5	173347507	173347526	+	20	0	0	0	0
MIMAT0019691	chr5	174751743	174751761	+	19	0	0	0	0
MIMAT0005796	chr5	176367960	176367981	+	22	156	79	2	1
MIMAT0022712	chr5	176367996	176368017	+	22	0	0	0	0
MIMAT0016907	chr5	176629449	176629466	-	18	0	0	0	0
MIMAT0005584	chr5	179798278	179798300	-	23	14	0	0	0
MIMAT0022942	chr5	179798323	179798346	-	24	0	41	0	0
MIMAT0004692	chr5	180015361	180015382	-	22	136	166	3	0
MIMAT0000750	chr5	180015319	180015340	-	22	452	449	0	1
MIMAT0031016	chr5	181043413	181043436	-	24	0	0	0	0
MIMAT0019695	chr5	181222612	181222632	-	21	0	0	0	0
MIMAT0019696	chr5	181222577	181222599	-	23	0	0	0	0
MIMAT0025851	chr6	1390324	1390345	-	22	0	0	0	0
MIMAT0027345	chr6	1390359	1390381	-	23	0	0	0	0
MIMAT0019705	chr6	2854079	2854097	-	19	0	0	0	0
MIMAT0019706	chr6	2854040	2854061	-	22	0	0	0	0
MIMAT0018120	chr6	5148286	5148308	-	23	0	0	0	0
MIMAT0019224	chr6	5148246	5148267	-	22	0	0	0	0
MIMAT0030428	chr6	6169380	6169400	-	21	0	0	0	0
MIMAT0022472	chr6	6169343	6169366	+	24	0	0	0	0
MIMAT0022481	chr6	10439725	10439746	+	22	0	0	0	0
MIMAT0019697	chr6	16141556	16141577	+	22	0	0	0	0
MIMAT0019698	chr6	16141603	16141622	+	20	0	0	0	0
MIMAT0003251	chr6	18571844	18571865	+	22	10	0	0	0
MIMAT0015012	chr6	27147629	27147653	+	25	0	0	0	0
MIMAT0004949	chr6	30584332	30584351	+	20	404	434	133	0
MIMAT0004950	chr6	30584397	30584417	+	21	0	0	0	0
MIMAT0019699	chr6	30890891	30890913	+	23	0	0	0	0
MIMAT0019700	chr6	30890949	30890970	+	22	0	0	0	0
MIMAT0027682	chr6	31355297	31355315	-	19	0	0	0	0
MIMAT0027683	chr6	31355228	31355248	-	21	0	0	0	0
MIMAT0027564	chr6	31633792	31633814	+	23	0	0	0	0
MIMAT0027565	chr6	31633839	31633858	+	20	0	0	0	0
MIMAT0019707	chr6	31701070	31701091	-	22	0	0	0	0
MIMAT0019708	chr6	31701029	31701049	-	21	0	0	0	0
MIMAT0005591	chr6	31956839	31956860	-	22	4	1	263	0
MIMAT0022945	chr6	31956918	31956939	-	22	0	0	0	0
MIMAT0025852	chr6	32170084	32170106	-	23	0	0	0	0
MIMAT0027566	chr6	32179821	32179842	+	22	0	0	0	0
MIMAT0027567	chr6	32179856	32179876	+	21	0	0	0	0
MIMAT0018985	chr6	32749952	32749973	-	22	0	0	0	0
MIMAT0000276	chr6	33207855	33207875	+	21	2	4	0	0
MIMAT0004567	chr6	33207896	33207917	+	22	74	0	0	0
MIMAT0027646	chr6	33287263	33287284	-	22	0	0	0	0
MIMAT0027647	chr6	33287227	33287249	-	23	0	0	0	0
MIMAT0027568	chr6	33290245	33290265	+	21	0	0	0	0
MIMAT0027569	chr6	33290305	33290324	+	20	1	0	0	0
MIMAT0021027	chr6	33438351	33438372	+	22	0	0	0	0
MIMAT0021028	chr6	33438397	33438418	+	22	0	0	0	0
MIMAT0018349	chr6	33698152	33698173	+	22	0	0	0	0
MIMAT0022975	chr6	33698191	33698212	+	22	0	0	0	0
MIMAT0028228	chr6	33899135	33899155	+	21	0	0	0	0
MIMAT0028229	chr6	33899182	33899200	+	19	0	0	0	0
MIMAT0005929	chr6	34000018	34000034	-	17	0	1	0	0
MIMAT0027570	chr6	34240678	34240699	+	22	0	0	0	0
MIMAT0027571	chr6	34240714	34240736	+	23	0	0	0	0
MIMAT0028119	chr6	35470509	35470530	+	22	0	0	0	0
MIMAT0028120	chr6	35470558	35470579	+	22	10	0	0	0
MIMAT0022482	chr6	35664760	35664780	-	21	0	0	0	0
MIMAT0018200	chr6	36622480	36622501	-	22	0	0	0	0
MIMAT0019228	chr6	36622446	36622466	-	21	0	0	0	0
MIMAT0018986	chr6	37555366	37555388	-	23	0	0	0	0
MIMAT0041993	chr6	39074360	39074381	+	22	0	1	0	0
MIMAT0019701	chr6	41598764	41598787	+	24	0	0	1	0
MIMAT0041627	chr6	41733590	41733610	-	21	0	0	0	0
MIMAT0041628	chr6	41733554	41733574	-	21	0	0	0	0
MIMAT0027572	chr6	43434547	43434569	+	23	0	0	0	0
MIMAT0027573	chr6	43434600	43434620	+	21	0	0	0	0
MIMAT0019709	chr6	44254253	44254275	-	23	0	0	0	0
MIMAT0019702	chr6	44435650	44435671	+	22	0	0	0	0
MIMAT0003252	chr6	45197734	45197755	-	22	0	0	0	0
MIMAT0000462	chr6	52144401	52144422	+	22	1	1	0	0
MIMAT0000770	chr6	52148988	52149009	+	22	0	0	0	0
MIMAT0022475	chr6	53277002	53277023	+	22	0	0	0	0
MIMAT0015013	chr6	57390180	57390202	+	23	0	0	0	0
MIMAT0000244_1	chr6	71377003	71377025	-	23	1998	1700	44	30
MIMAT0004550	chr6	71376964	71376985	-	22	76	234	1	1
MIMAT0000087	chr6	71403595	71403616	-	22	1865	1486	29	841
MIMAT0000088	chr6	71403554	71403575	-	22	17074	18827	2197	3473
MIMAT0016912	chr6	72967697	72967714	-	18	0	0	0	0
MIMAT0018987	chr6	75428446	75428462	+	17	0	0	0	0
MIMAT0041994	chr6	78539292	78539308	-	17	0	0	0	0
MIMAT0018988	chr6	90312753	90312773	+	21	0	0	0	0
MIMAT0019703	chr6	91521709	91521730	+	22	0	0	0	0
MIMAT0009206	chr6	98024586	98024606	+	21	0	0	0	0
MIMAT0018989	chr6	99124624	99124645	+	22	0	4	0	0
MIMAT0003253	chr6	106784140	106784160	+	21	0	0	0	0
MIMAT0004798	chr6	119069098	119069119	-	22	0	0	0	0
MIMAT0003254	chr6	119069062	119069083	-	22	0	0	0	0
MIMAT0015014	chr6	120015191	120015212	+	22	0	0	0	0
MIMAT0015015	chr6	120015226	120015247	+	22	0	16	0	1
MIMAT0003255	chr6	126484646	126484666	+	21	0	0	0	0
MIMAT0005928_3	chr6	131792174	131792195	+	22	8	4	0	0
MIMAT0018990	chr6	132115199	132115219	-	21	0	0	0	0
MIMAT0018083	chr6	134979355	134979378	-	24	0	0	0	0
MIMAT0003251_1	chr6	135239220	135239241	+	22	1	0	0	0
MIMAT0015016	chr6	138435223	138435246	-	24	0	0	0	0
MIMAT0019205	chr6	138435262	138435283	-	22	0	0	0	0
MIMAT0018091	chr6	140205260	140205280	+	21	0	0	0	0
MIMAT0018992	chr6	140683855	140683876	+	22	0	0	0	0
MIMAT0049025	chr6	151102739	151102758	+	20	0	0	0	0
MIMAT0015017	chr6	154853369	154853390	+	22	0	0	0	0
MIMAT0005865	chr6	155946809	155946829	+	21	0	0	0	0
MIMAT0018993	chr6	156779710	156779727	-	18	0	0	0	0
MIMAT0018121	chr6	157529137	157529160	+	24	0	0	0	0
MIMAT0018122	chr6	157529175	157529198	+	24	0	0	0	0
MIMAT0028232	chr6	158609707	158609729	+	23	0	0	0	0
MIMAT0028233	chr6	158609763	158609790	+	28	0	0	0	0
MIMAT0018192	chr6	158764715	158764735	-	21	29	1	0	0
MIMAT0007888	chr6	166509364	166509385	-	22	0	0	0	0
MIMAT0018355	chr6	166997830	166997851	-	22	65	0	0	0
MIMAT0019704	chr6	170330813	170330835	+	23	0	0	0	0
MIMAT0000764	chr7	1022990	1023012	-	23	114	86	1	1
MIMAT0004702	chr7	1022955	1022977	-	23	57	32	2	322
MIMAT0019721	chr7	1844223	1844244	-	22	0	0	0	0
MIMAT0019722	chr7	1844189	1844209	-	21	0	0	0	0
MIMAT0027574	chr7	2257551	2257572	-	22	0	0	0	0
MIMAT0027575	chr7	2257515	2257535	-	21	0	0	0	0
MIMAT0019710	chr7	2527074	2527093	+	20	0	0	0	0
MIMAT0019723	chr7	4788608	4788630	-	23	0	0	0	0
MIMAT0004799	chr7	5495873	5495894	-	22	66	163	1	1
MIMAT0003256	chr7	5495834	5495857	-	24	119	34	0	0
MIMAT0027648	chr7	5711883	5711905	-	23	0	0	0	0
MIMAT0027649	chr7	5711840	5711862	-	23	0	0	0	0
MIMAT0018111	chr7	7067010	7067031	-	22	0	0	0	0
MIMAT0005890_7	chr7	18127234	18127254	-	21	0	0	0	0
MIMAT0015018	chr7	19705366	19705387	-	22	0	0	0	0
MIMAT0005828	chr7	21471105	21471131	+	27	0	0	0	0
MIMAT0004549	chr7	25949960	25949981	-	22	0	0	0	0
MIMAT0000243	chr7	25949922	25949943	-	22	212	227	12	10
MIMAT0001080	chr7	27169528	27169549	-	22	115332	135214	4374	26862
MIMAT0009201	chr7	27169493	27169514	-	22	0	0	0	0
MIMAT0003257	chr7	29680748	29680769	-	22	0	0	0	0
MIMAT0020925	chr7	29680789	29680808	-	20	0	0	0	0
MIMAT0004800	chr7	30289815	30289837	+	23	81	86	0	0
MIMAT0003257_1	chr7	30289854	30289875	+	22	0	0	0	1
MIMAT0018445	chr7	30289814	30289833	-	20	0	0	0	0
MIMAT0022737	chr7	30289854	30289875	-	22	0	0	0	0
MIMAT0018445_1	chr7	32733001	32733020	-	20	0	0	0	0
MIMAT0022737_1	chr7	32733041	32733062	-	22	0	0	0	0
MIMAT0004800_1	chr7	32733002	32733024	+	23	68	77	0	0
MIMAT0003257_2	chr7	32733041	32733062	+	22	0	0	0	0
MIMAT0005916	chr7	34940804	34940825	-	22	18	0	0	0
MIMAT0005863	chr7	36919403	36919424	-	22	0	0	0	0
MIMAT0018359	chr7	43150917	43150939	+	23	0	0	0	0
MIMAT0027576	chr7	44051771	44051791	+	21	0	0	0	0
MIMAT0027577	chr7	44051807	44051829	+	23	0	0	0	0
MIMAT0027578	chr7	44073407	44073428	-	22	0	0	0	0
MIMAT0027579	chr7	44073378	44073397	-	20	0	0	0	0
MIMAT0019711	chr7	44110851	44110874	+	24	0	0	0	0
MIMAT0019712	chr7	44110891	44110911	+	21	0	0	0	0
MIMAT0019724	chr7	44881778	44881800	-	23	0	20	0	0
MIMAT0016914	chr7	56955838	56955854	-	17	0	0	0	0
MIMAT0015019	chr7	57405030	57405053	+	24	0	0	0	0
MIMAT0016914_1	chr7	63621100	63621116	+	17	0	0	0	0
MIMAT0027580	chr7	64679069	64679090	+	22	0	0	0	0
MIMAT0027581	chr7	64679155	64679176	+	22	0	0	0	0
MIMAT0019713	chr7	67114365	67114383	-	19	0	0	0	0
MIMAT0019714	chr7	67114332	67114352	-	21	0	0	0	0
MIMAT0018188	chr7	71307687	71307708	-	22	0	0	0	0
MIMAT0018188_1	chr7	71307734	71307755	+	22	0	0	0	0
MIMAT0019713_1	chr7	72697917	72697935	+	19	0	0	0	0
MIMAT0019714_1	chr7	72697948	72697968	+	21	0	0	0	0
MIMAT0016915	chr7	73711327	73711344	+	18	0	0	0	0
MIMAT0003258	chr7	74191213	74191234	+	22	0	0	0	0
MIMAT0004801	chr7	74191253	74191273	+	21	820	388	0	1
MIMAT0041995	chr7	74596006	74596026	+	21	0	0	0	0
MIMAT0019715	chr7	75915206	75915225	+	20	0	0	0	0
MIMAT0005876_1	chr7	92204027	92204048	-	22	0	0	0	0
MIMAT0022719	chr7	92204067	92204087	-	21	0	0	0	0
MIMAT0003328	chr7	93482823	93482843	-	21	0	0	0	0
MIMAT0026625	chr7	93482784	93482805	-	22	0	0	0	0
MIMAT0002805	chr7	93483947	93483968	-	22	0	0	0	0
MIMAT0026605	chr7	93483985	93484006	-	22	0	0	0	0
MIMAT0019716	chr7	93716937	93716958	+	22	0	0	0	0
MIMAT0019717	chr7	93716977	93716998	+	22	0	0	0	0
MIMAT0003259	chr7	96219722	96219741	-	20	0	0	0	0
MIMAT0022484	chr7	97963665	97963686	+	22	0	0	0	0
MIMAT0022476_1	chr7	97964408	97964429	-	22	0	0	0	0
MIMAT0017986	chr7	98881700	98881723	+	24	0	1	0	0
MIMAT0049013	chr7	99409187	99409211	+	25	0	0	0	0
MIMAT0004498	chr7	100093610	100093630	-	21	0	132	0	0
MIMAT0000081	chr7	100093571	100093592	-	22	11342	10603	478	1788
MIMAT0000093	chr7	100093815	100093837	-	23	9403	10484	923	6624
MIMAT0004509	chr7	100093777	100093798	-	22	0	26	0	0
MIMAT0000680	chr7	100094043	100094063	-	21	1	76	3	2
MIMAT0004672	chr7	100094002	100094023	-	22	107	33	0	1
MIMAT0019725	chr7	100156611	100156633	-	23	0	0	0	0
MIMAT0027582	chr7	100356656	100356679	+	24	0	0	0	0
MIMAT0027583	chr7	100356696	100356717	+	22	0	0	0	0
MIMAT0027650	chr7	100868041	100868061	+	21	0	0	0	0
MIMAT0027651	chr7	100868080	100868101	+	22	0	0	0	0
MIMAT0019718	chr7	101159482	101159503	+	22	0	0	0	0
MIMAT0019719	chr7	101159524	101159546	+	23	0	0	0	0
MIMAT0016913	chr7	102293113	102293130	+	18	0	0	0	0
MIMAT0005919_1	chr7	102405748	102405769	-	22	9	0	0	0
MIMAT0021082	chr7	102465752	102465774	+	23	0	0	0	0
MIMAT0018994	chr7	102471472	102471493	+	22	0	0	0	0
MIMAT0018088	chr7	114653373	114653393	+	21	0	0	0	0
MIMAT0024616	chr7	117020231	117020249	+	19	0	0	0	0
MIMAT0003260	chr7	127058148	127058169	-	22	0	0	0	0
MIMAT0003261	chr7	128081876	128081900	+	25	0	0	0	0
MIMAT0004802	chr7	128081939	128081957	+	19	0	0	0	0
MIMAT0000242_1	chr7	128207876	128207896	+	21	9	0	0	0
MIMAT0004548	chr7	128207920	128207941	+	22	0	0	0	0
MIMAT0000259	chr7	129770447	129770470	-	24	11712	11154	1639	4283
MIMAT0000260	chr7	129770406	129770426	-	21	0	68	0	0
MIMAT0000095	chr7	129774739	129774761	-	23	1225	1240	14	1813
MIMAT0004510	chr7	129774697	129774718	-	22	0	0	0	0
MIMAT0000261	chr7	129774967	129774988	-	22	3330	5165	3313	1850
MIMAT0004560	chr7	129774928	129774949	-	22	31	61	0	0
MIMAT0000765	chr7	130496126	130496148	+	23	13	86	10	17
MIMAT0004703	chr7	130496162	130496183	+	22	2	3	1	0
MIMAT0004503	chr7	130876786	130876807	-	22	21	107	0	1
MIMAT0000086	chr7	130876748	130876769	-	22	2936	2801	55	2399
MIMAT0004514	chr7	130877507	130877530	-	24	33	41	1	0
MIMAT0000100_1	chr7	130877467	130877489	-	23	173	217	261	260
MIMAT0018074	chr7	133034860	133034878	-	19	0	0	0	0
MIMAT0024617	chr7	133290951	133290969	+	19	0	0	0	0
MIMAT0025474	chr7	135207044	135207064	-	21	0	87	0	0
MIMAT0025475	chr7	135207006	135207027	-	22	0	0	0	0
MIMAT0004764	chr7	136903205	136903224	+	20	1	0	0	0
MIMAT0002806	chr7	136903242	136903263	+	22	0	0	0	0
MIMAT0018995	chr7	138123803	138123820	+	18	0	0	0	0
MIMAT0041629	chr7	139044137	139044157	-	21	0	0	0	0
MIMAT0041630	chr7	139044100	139044120	-	21	622	577	4	2051
MIMAT0044657	chr7	142474537	142474557	+	21	0	0	0	0
MIMAT0027684	chr7	143382686	143382706	+	21	0	0	0	0
MIMAT0027685	chr7	143382780	143382800	+	21	0	0	0	0
MIMAT0005895_3	chr7	147378041	147378059	-	19	0	0	0	0
MIMAT0003880	chr7	151238449	151238471	+	23	114	74	0	8
MIMAT0004819	chr7	151238488	151238508	+	21	0	7	0	0
MIMAT0018179	chr7	151433526	151433547	-	22	0	0	0	0
MIMAT0000439_1	chr7	157574349	157574370	-	22	0	1	0	0
MIMAT0026480	chr7	157574387	157574408	-	22	0	0	0	0
MIMAT0003263	chr7	158532733	158532753	-	21	0	0	0	0
MIMAT0022501	chr7	158591625	158591646	+	22	0	0	0	0
MIMAT0018097	chr8	1801133	1801154	+	22	0	0	0	0
MIMAT0003264	chr8	1817246	1817266	+	21	0	0	0	0
MIMAT0028230	chr8	2076589	2076609	+	21	0	0	0	0
MIMAT0028231	chr8	2076620	2076640	+	21	0	0	0	0
MIMAT0030982	chr8	6622134	6622156	-	23	0	0	0	0
MIMAT0019726	chr8	6745177	6745198	+	22	0	0	0	0
MIMAT0019727	chr8	6745212	6745233	+	22	124	62	0	1
MIMAT0019733	chr8	6745213	6745231	-	19	0	0	0	0
MIMAT0019734	chr8	6745175	6745196	-	22	0	0	0	0
MIMAT0005935_2	chr8	8089030	8089051	-	22	0	0	0	0
MIMAT0019728	chr8	9048453	9048475	+	23	0	0	0	0
MIMAT0003265	chr8	9741687	9741708	+	22	0	0	0	0
MIMAT0026619	chr8	9741729	9741751	+	23	0	0	0	0
MIMAT0004591_1	chr8	9903438	9903459	-	22	0	0	0	0
MIMAT0000422_1	chr8	9903399	9903420	-	22	0	0	0	0
MIMAT0016916	chr8	10666988	10667004	+	17	0	0	0	0
MIMAT0005953	chr8	10825375	10825393	-	19	0	0	0	0
MIMAT0003266	chr8	11035221	11035242	-	22	536	498	0	0
MIMAT0026620	chr8	11035257	11035279	-	23	0	0	0	0
MIMAT0022484_1	chr8	12719134	12719155	+	22	0	0	0	0
MIMAT0018201	chr8	12727274	12727294	-	21	0	0	0	0
MIMAT0018201_1	chr8	12727242	12727262	+	21	0	0	0	0
MIMAT0000738	chr8	14853483	14853504	-	22	99	16	0	0
MIMAT0026485	chr8	14853443	14853461	-	19	0	0	0	0
MIMAT0015020	chr8	17681588	17681609	-	22	0	0	0	0
MIMAT0000510	chr8	22244975	22244996	-	22	7584	8935	5335	2079
MIMAT0037311	chr8	22245007	22245028	-	22	1	2	0	0
MIMAT0027584	chr8	24953841	24953862	-	22	0	0	0	0
MIMAT0027585	chr8	24953796	24953816	-	21	0	0	0	0
MIMAT0027652	chr8	25345407	25345428	+	22	0	0	0	0
MIMAT0027653	chr8	25345451	25345474	+	24	0	0	0	0
MIMAT0005928_4	chr8	27048926	27048947	-	22	9	5	0	0
MIMAT0022723	chr8	27048871	27048893	-	23	0	0	0	0
MIMAT0027586	chr8	27433375	27433396	+	22	0	0	0	0
MIMAT0027587	chr8	27433413	27433434	+	22	0	0	0	0
MIMAT0027588	chr8	27610601	27610621	-	21	0	0	0	0
MIMAT0018005	chr8	27701726	27701745	-	20	0	0	0	0
MIMAT0018006	chr8	27701690	27701710	-	21	0	0	0	0
MIMAT0018003	chr8	27701690	27701711	+	22	0	0	0	0
MIMAT0018004	chr8	27701726	27701747	+	22	0	0	0	0
MIMAT0016917	chr8	27886088	27886106	-	19	0	0	0	0
MIMAT0016918	chr8	28505126	28505142	-	17	0	0	0	0
MIMAT0015021	chr8	29957318	29957339	-	22	0	0	0	0
